vhash,dport,packet_size,n_src,n_dst
6afc55b73d42ed5b29e4b44e775d0da0,503,48,7,97
64afc5d5aaf229702ecbc71f46604fc3,9418,89,1,1
636e1ded0c18d42a4cc8f1a9c0d1d566,4911,557,1,1
dfa735b1b04c595c76343fd3540a98d8,44818,64,7,30
bf607fe3bf379733d1dc0f83cd6cf724,515,49,7,44
372d755f6d2b4021013af94956728da8,8889,557,1,1
dc50fc64778f0c6b2e75c3480959f533,8889,79,2,1
bed856ec29471dbd0e0a1f023c576bc6,4840,99,1,1
cc4ed367ba8c8d717a26d9b5229681f6,2376,557,1,1
a0baa133ace440065a48d40177040cb7,5555,298,1,1
cda641b517685c574eff4600ae2f8ff7,32400,298,1,1
6c012499d3c1ed5cbc697978e5a8cf36,7547,298,1,1
ad534463855f4241135d7728c8b744a5,311,557,1,1
7f805a43193e75fe6e14c70a178d5921,311,78,2,1
6a08e19176f3fc6a9c87fbbe2f1487cf,10000,557,1,1
e9ca8c1966e555e2fee3d24c250b361f,10000,78,2,1
976dc37eff9c49210258027523304fb2,8333,166,1,1
d9454c2fd3b2983ce95821ed1985d9bf,9009,298,1,1
5f1bd6af1797d8ae2fa8d9f3b44d17a6,5672,48,7,37
328a2d43d8d23582a151e12bb80c8d65,9981,298,1,1
e66daaee861c2c8b4e652cfe87239fa0,8001,298,2,1
5bc2579d0213f057aa94db8cc1c7e686,49153,121,1,1
3b732afd253cdcd3615f545e35127864,1741,298,1,1
cea8cdfa42028b08f4e485ffe27fe522,53,83,7,43
9440678b941385c2b0bdc2033585f14d,8554,96,1,1
185885faef266fd070fe2d48e76b51aa,993,557,1,1
2e4b84c76557fac934a6fb088e587fd9,5357,297,2,1
f06e1742749944c1cd51aed74fde6a27,6379,54,7,38
f4820e38824c2b50a2abfaa45ec4c069,8081,557,1,1
d9df48a767456aaead3738c51e1c4f98,8081,79,2,1
7db3732ad9e47054a40979aca87f8963,11300,47,7,74
e297b2ba862cc720e54a07e2e3dcbbc7,4664,297,1,1
a01944c9ff558ba3a93563e37189af1f,7071,557,1,1
55c116c340c87196997d23c21530013d,27015,58,1,1
f1b8403cfa47de3ae45895f3ba5b03c2,7071,79,2,1
9f90e2d2c3ab041171af9b4d329a63f6,4022,115,2,1
365fc0b288d0c1c4b8e7fa8951abe47a,26,64,3,37
9831ee782b8fe2e8f521c5e7e1c1ce8e,9009,298,2,1
d63d5f1d2eb1146cdc306cfd64d2d9f3,50070,299,3,1
c4536066b824a1f1000c0ca9b167a3d6,3542,298,1,1
85f47a40ee2218e5e302c1573d345a31,21379,100,7,38
cec6b014a937964c4457c351c19bdd7b,444,557,1,1
71157ab1567c0f7360f85ec700c3f6e5,444,79,2,1
0f23cdfc7bfb79a189b139449f4ae2f3,55553,557,1,1
7401ea7b21f2dd4d1d3e75d8c624a6a8,55553,79,2,1
96f13c26da7f180d01d2e7841d86352c,2379,124,1,1
021f68f68ab3a755c31929038ece6628,10554,97,1,1
bba8b97bd79f298f61c228e96baf8f29,8139,557,1,1
ac54b3ba32777ca38bcde59cb9e37b48,8139,79,1,1
f82c10601294a999ae1f1d5d63eb03f4,16010,174,1,1
74513fd6e81b29db1843cc39b711c584,8010,297,1,1
3302c951c0a409a40c7c057799d316e1,179,69,7,45
108c2387a3486603aa6c9f902c8591c6,5984,111,2,1
8c53405dc2ed51b77e223d77d68c1904,8334,298,2,1
7c1c3a8cca600ca8ff25abff8ed5184b,2181,45,7,51
fe0d822e0f469f463b65096735be5d53,2455,47,7,91
64068e3bee9fc6ba12e5c3874cb666ca,4646,193,1,1614
b9d5f17ca6bb4e4c73451b2d034aed36,3128,298,1,1
e343aea3b1a7042c28de14b2ecc28534,5900,297,2,1
3a45b0d2c32a71f0b70cd86062e604ae,7777,297,2,1
8d9dbc35c0d075b00192b7c17f75f11b,55443,557,1,1
a4cb9c2679e687e345a9b468501c7398,55443,79,2,1
95ec222525a1f12bbdc69eb27f15d12f,8086,298,1,1
e8ede9b9e43a54d36ecd8ddf8e0a93ca,3780,557,1,1
62eb5b2f5b7e9c4d41247dd15ef3444b,3780,78,2,1
245e3fe05243c61865e9f54e00133ced,27015,58,1,1
b11f896af689f5e775531819079330b3,992,557,1,1
6db851633e7f33526505aebd0c4a1ce2,465,557,1,1
8e0bc77891cb8eff1541293da8157b9d,3542,298,1,1
15ff3a5d62ce47127edec8dd62eada26,2087,557,1,1
13210f89b0e696ac26b24ee157d21d83,2087,79,1,1
b4a6cca1fa9b3f63e47db17852f3f7d0,2087,557,1,1
9a89024c744530e010634b35cd790e2a,2087,78,2,1
359065f5698cb38383d1313f0e779658,3790,557,1,1
f964a183593034046883e10946e7a4ca,3790,79,1,1
580e783c840bc99fe825a25e944a0ff0,88,296,1,1
32c2381c79c970f73d8fee91a0fdce16,8554,95,2,1
00566f6174a216e88197dcb053bd421e,4064,557,1,1
064dce0f5dd750f2e3f95d5082fda2fc,8089,557,1,1
3cd44ede759e1346484677a17ba6be44,8089,79,2,1
64068e3bee9fc6ba12e5c3874cb666ca,8699,193,1,1614
cbf1301cb5c0d57027ffb621d2feba4a,5901,297,2,1
6ab3a891eaae1b78f90de7e3ff1cebfd,4911,557,1,1
1912627e2e49dfcec80a399b51907152,3749,298,2,1
be9c189aff7954b724aa0b33797c0b22,5901,296,2,1
f6d1e1f3859c0f04ef2c34bf37422c7c,6664,297,2,1
96b7aa69662c35c4b83cc352a7772e23,22,63,4,29
0b28b0f4683d51694d19b22ec1fc63fc,9000,116,1,1
febdecab3528d2c726463e3c45ab852b,8009,557,1,1
64068e3bee9fc6ba12e5c3874cb666ca,8737,193,1,1614
bc45bf52d69d0309dbcf6769f224dc6c,8009,79,2,1
ea4316c4b9b69a16a1fbca1cdb6d94be,4782,297,2,1
8b94ef0b3b0bc67d65b411db19f1bf68,8069,298,2,1
dbe75bb1f126dfb5eb9ff1e592ca2ae5,80,292,2,1
c269415176196790aece5a379faaf4a5,32400,298,1,1
d122c0f02fc1c4311b2481c845e227ae,8443,557,1,1
16ed1c90819cba33bc48e953e7733c81,8443,78,3,1
7db3732ad9e47054a40979aca87f8963,11211,47,7,74
377c4cc442430fbdca1a49bfd4efc2ef,25565,59,1,1
25daad3d9e60b45043a70c4ab7d3b1c6,25565,42,7,34
b419a6afcbcaac600945b2523acbcc47,25565,61,1,1
f4a5f5dce43bbde4e57d4dae06c6721b,49153,121,1,1
64068e3bee9fc6ba12e5c3874cb666ca,6928,193,1,1614
852a27f0cfe600701598d6aed4b6fa45,3689,298,1,1
f6c749ba30b066a7ab35ea6cab07450e,10000,557,1,1
dc5dd7b8fba53dafd986225b5b9285e7,10554,97,1,1
47e77b75afd4327ff149a76e2d21a9b6,10000,79,1,1
632650d74ea2843c73184494858ef658,7777,298,1,1
f61aaf6d328a756cfc7942244fb89adb,1883,79,1,1
5a2a9839b4adb0b607685b867c9fac12,51106,299,2,1
64068e3bee9fc6ba12e5c3874cb666ca,5648,193,1,1614
4a915ac07c2fef29876076004b79376f,16993,557,1,1
798ed2e8b960a30711e0aa06fb7f34bf,16993,78,4,1
c72a676f688d8684ce0502658ea71cf8,8010,298,1,1
601915d523c518f55480a94cca0181bb,102,62,2,3
6b9bd6600d20f78553ebc245421f0122,2376,557,1,1
08cbdd68cf7e27ecc98b0d55b6e0f8de,311,557,1,1
8744649381ce8db0daf6481fb837a9ec,2376,79,4,1
9f720802ea7fd694f6bc789bc9ff2f7d,311,79,3,1
4c62ed83eff2448acb5cfdb57e453dd1,32400,299,2,1
e25f5e7d74288a4d4d3fb2052b828a8d,4567,297,1,1
1a629e8246c7d0fd0ea067d0f462240d,1234,117,1,1
42ffe7b8f5fb3ea5e22e5c0e69bc8913,443,557,1,1
3e1296ebcaff41671fc226e6a009094d,443,78,2,1
412227dd0e02da0abc62a31f4f0a98f1,992,557,1,1
55395436d606bf293b0ab145d3e1b2ee,9944,298,1,1
1bf8c7b184e6c074cd2663537c60bf2d,3780,557,1,1
4473018c823c24987f6fbc0ec49c4ac5,3780,79,2,1
0ccf9aa95572e15304a4519fb510c299,3260,184,6,37
6c5ce9d5e66af7fb45efd551834186ba,7777,298,2,1
420b482a83df8fafe0742ed432c602a3,2087,557,1,1
2d46f5d1d3627d3bde5f7888636ee6c6,2087,79,3,1
21b0f762de12d9c58f1842f2b64e5571,27015,58,1,1
8136f640049133f9de3d701dc70909a9,9000,116,1,1
03a88abaddb0d627a277eefa6c97784c,1400,298,1,1
ae2db0634b4b8efdb98f8e865f76b4aa,5900,297,2,1
1ae7e40931aa0633dccdfcadf0832871,4064,557,1,1
77ec5c2302631e37939316d55f2b316d,444,557,1,1
7c420f1e66250840c9f9cc30ffa574f9,444,79,4,1
f8ea43a14da5e850be9100a0cd86290c,3749,297,2,1
beb5fa850aa6ac0d45da02d7a6e9cdc5,2222,68,7,39
38323ec4ff19aee74eaa8b2d59d51d92,16992,299,1,1
e1d42e845893f1a979ee2908cea8627d,32400,299,1,1
f316156d19239fe1e4597aba110a056c,8098,298,1,1
c436306f124b0b784c2ccacbee303086,5555,296,1,1
f0a7e65dc8f3af56468b8ac42126412b,25565,60,2,1
2772ef1298d2f38a8785a225481f3e27,25565,62,2,1
d6458a37b7cb444ee3a7ad8a10b4a027,20547,50,7,34
06f816fa8152248a24239398c3cacd2c,32400,299,1,1
52aa2cc30bcc1139b2cf32fbaa31b89a,993,557,1,1
2e5d15aa013f61e95bab308d37457d92,3389,76,7,83
d4c8c1c6497a9202eea292deb9e4dc88,8139,557,1,1
975285ecf7996a36159f2fc13de57119,8139,78,2,1
d5b383ec2088fb715c989598f6b61b6b,84,296,2,1
d6904193e715e1209ad98a88ce196f18,4022,116,1,1
f8e00ed79ac89dc25fcbafa4aa6daddd,9191,298,1,1
22cbfc17c654dfe036cf971f12be8de7,9943,557,1,1
09f2a5c0d27001677cadb6b6b0aa01ac,9943,78,1,1
89222d008f8e8b2de274f316f66128b6,8089,557,1,1
ee3a0704cb5cb52101cf15ef6a7ca95b,8089,79,2,1
e84971f764c4a80169c95e72f6e04818,8080,298,1,1
cec539dfdc9c1d5fdd0624c9c2faab90,25105,297,1,1
6aaaaf837acd38a7f845a6854057acd7,8090,297,2,1
496fcf5c929793a7feababfeb9b00e47,26,64,3,85
300c032b46d6d9a3a177027d06843678,1741,298,2,1
a7457f10c3ba9b7bcf9a7de8892c2bf5,3689,298,1,1
e4add80ee564f96331588473450a5b47,49153,121,1,1
60c798107d6999bedc51faf32eb540b0,4567,297,3,1
2ec397590ff3a3caa7e51f3dc9462e1f,8081,557,1,1
0f7ec0c96a4bfdcfc48905c1a8562c35,5984,110,2,1
635e0cc8c86b22c78d9645ce223b3271,5984,111,1,1
5d4550ae3f2bc13d5ade44f6d9f153f1,82,296,1,1
1d46f9813c7d79e0785c66db6f2ad8d7,995,557,1,1
